Step,Pretraining_lr-1e-4 - train_step_loss,Downstream_lr-1e-4 - train_step_loss,Pretraining_lr-2e-4 - train_step_loss,Downstream_lr-2e-4 - train_step_loss,Pretraining_lr-3e-4 - train_step_loss,Downstream_lr-3e-4 - train_step_loss
1372,0.464931488,0.690673828,0.401520252,0.689575195,0.398285866,0.689331055
1373,0.328313828,0.68560791,0.301903009,0.687011719,0.310200214,0.686767578
1374,0.291732311,0.685852051,0.257422447,0.68157959,0.31217432,0.685058594
1375,0.326869011,0.674194336,0.311267138,0.676330566,0.291251183,0.672485352
1376,0.334372282,0.677001953,0.326556683,0.674987793,0.326181412,0.67956543
1377,0.373301029,0.689086914,0.419080257,0.688110352,0.492787361,0.695129395
1378,0.4546628,0.675140381,0.402346134,0.683288574,0.411298752,0.680114746
1379,0.303195,0.677978516,0.290802717,0.678466797,0.303050518,0.681640625
1380,0.319957256,0.673583984,0.30120039,0.678344727,0.297552586,0.669128418
1381,0.38587904,0.680053711,0.337629795,0.682617188,0.330651283,0.684020996
1382,0.410330772,0.713623047,0.364391804,0.713989258,0.331375122,0.717895508
1383,0.51336813,0.697509766,0.457602501,0.695129395,0.448781013,0.69329834
1384,0.471329212,0.691772461,0.434713125,0.693603516,0.446397305,0.686096191
1385,0.341038704,0.665649414,0.255498648,0.668212891,0.271847248,0.675231934
1386,0.363740683,0.690124512,0.29944396,0.688476563,0.267444611,0.682556152
1387,0.265525818,0.677368164,0.273134947,0.679504395,0.295154095,0.679443359
1388,0.439786196,0.677215576,0.408532619,0.676300049,0.352853298,0.681152344
1389,0.343065739,0.688842773,0.276659966,0.688568115,0.333332539,0.686981201
1390,0.321551561,0.678466797,0.298346996,0.67199707,0.388904095,0.670959473
1391,0.384393215,0.680480957,0.356723547,0.673522949,0.320658207,0.673919678
1392,0.437366724,0.70602417,0.432013035,0.706756592,0.474806786,0.704498291
1393,0.406975269,0.696777344,0.36505127,0.700561523,0.348093987,0.700256348
1394,0.37057209,0.695404053,0.340926886,0.702972412,0.340961933,0.697967529
1395,0.349926472,0.701721191,0.331458807,0.702789307,0.383982182,0.703613281
1396,0.514407635,0.69430542,0.530674219,0.700561523,0.501859188,0.696289063
1397,0.376539946,0.670928955,0.322058201,0.676086426,0.319753647,0.671325684
1398,0.385663748,0.680847168,0.364890814,0.681640625,0.395226002,0.680908203
1399,0.419057608,0.717773438,0.338058472,0.716674805,0.308506966,0.706054688
1400,0.418370724,0.692810059,0.392217159,0.688842773,0.417717934,0.682983398
1401,0.412521601,0.703552246,0.431524038,0.700012207,0.440403938,0.693481445
1402,0.442993164,0.717498779,0.392826796,0.711914063,0.377892017,0.698425293
1403,0.389345884,0.676940918,0.325847387,0.680114746,0.324699402,0.722198486
1404,0.373404264,0.699707031,0.328115463,0.699035645,0.329926968,0.696289063
1405,0.550188065,0.674560547,0.441384792,0.680786133,0.416186333,0.701293945
1406,0.43989563,0.675964355,0.432454109,0.681152344,0.409464359,0.680053711
1407,0.269015789,0.683898926,0.264194489,0.689819336,0.240266323,0.675415039
1408,0.366466045,0.684509277,0.333077431,0.687255859,0.290952206,0.686035156
1409,0.460575581,0.679016113,0.423498869,0.678833008,0.404022217,0.677978516
1410,0.444266319,0.702209473,0.477372885,0.694458008,0.425544739,0.702941895
1411,0.428400517,0.693603516,0.44379425,0.69354248,0.376569748,0.688995361
1412,0.461933374,0.682617188,0.371300936,0.683227539,0.337563038,0.691131592
1413,0.425783873,0.682617188,0.395308256,0.683288574,0.391900539,0.69329834
1414,0.296475887,0.685180664,0.261749029,0.684387207,0.25222826,0.681518555
1415,0.49060297,0.690856934,0.433488846,0.690063477,0.437730312,0.696472168
1416,0.431540966,0.69543457,0.391426802,0.696350098,0.418268204,0.697357178
1417,0.486394882,0.667907715,0.470640182,0.672790527,0.462781906,0.674682617
1418,0.338446617,0.676940918,0.326260567,0.673156738,0.310171127,0.672790527
1419,0.418816566,0.681884766,0.413542747,0.684020996,0.316879272,0.682373047
1420,0.496758461,0.706451416,0.456232071,0.711029053,0.444960117,0.712738037
1421,0.384344101,0.669067383,0.361614466,0.667724609,0.361219406,0.670166016
1422,0.434896469,0.672119141,0.357175589,0.675048828,0.343400478,0.674072266
1423,0.436908245,0.692199707,0.4128263,0.691650391,0.38581419,0.693664551
1424,0.387378693,0.680419922,0.34168458,0.682922363,0.312724113,0.68170166
1425,0.337105751,0.668273926,0.256125212,0.672058105,0.24946928,0.671325684
1426,0.3610425,0.682495117,0.370800018,0.680999756,0.374420643,0.68548584
1427,0.342950344,0.6953125,0.323069572,0.692749023,0.309563637,0.692687988
1428,0.366948843,0.689758301,0.487708092,0.698059082,0.45830965,0.692138672
1429,0.453194618,0.703796387,0.377999544,0.702148438,0.393176556,0.70513916
1430,0.356986046,0.682495117,0.334398985,0.688903809,0.435004711,0.683959961
1431,0.430901051,0.702636719,0.431357384,0.696533203,0.402598858,0.697570801
1432,0.314503193,0.677612305,0.283216,0.680114746,0.279022694,0.680847168
1433,0.362299919,0.676696777,0.388964653,0.68157959,0.418644905,0.67767334
1434,0.339419365,0.692687988,0.293936253,0.696105957,0.278294086,0.69720459
1435,0.322156429,0.727111816,0.295955658,0.722167969,0.302858353,0.715759277
1436,0.369172096,0.690490723,0.35846138,0.687744141,0.327770233,0.687927246
1437,0.326925755,0.676544189,0.332394123,0.677307129,0.339198112,0.681243896
1438,0.291486979,0.68560791,0.326379776,0.688110352,0.327066422,0.688049316
1439,0.426827908,0.682739258,0.335976124,0.675964355,0.358590126,0.67578125
1440,0.264083862,0.708496094,0.263563156,0.707336426,0.221978188,0.712097168
1441,0.351789951,0.700073242,0.366494656,0.705993652,0.404779434,0.703918457
1442,0.294054508,0.670776367,0.255428791,0.674987793,0.228774071,0.673034668
1443,0.408802032,0.686096191,0.485686302,0.684692383,0.441737175,0.683105469
1444,0.447172403,0.67755127,0.430546284,0.679992676,0.378793716,0.680603027
1445,0.32109642,0.669708252,0.262518406,0.666748047,0.254077911,0.665893555
1446,0.358949184,0.696472168,0.377117157,0.700195313,0.320828438,0.705383301
1447,0.415040255,0.682678223,0.38485837,0.683044434,0.434913635,0.684082031
1448,0.357902527,0.685668945,0.327909946,0.69128418,0.267431259,0.689941406
1449,0.399602175,0.66506958,0.408505678,0.669311523,0.382327557,0.669372559
1450,0.503674984,0.694946289,0.483160019,0.694824219,0.506903648,0.693969727
1451,0.345370531,0.705444336,0.332715034,0.70904541,0.337478638,0.704559326
1452,0.371554852,0.70526123,0.387340069,0.702941895,0.359227657,0.700073242
1453,0.32329607,0.705749512,0.298409224,0.705383301,0.324884415,0.708679199
1454,0.270814896,0.6953125,0.243045807,0.691833496,0.257164001,0.692077637
1455,0.395564556,0.708496094,0.408786774,0.714172363,0.430624008,0.71862793
1456,0.255948544,0.709350586,0.287921906,0.711975098,0.273824692,0.711486816
1457,0.469006062,0.681030273,0.444692135,0.683349609,0.470731735,0.679626465
1458,0.406691551,0.697143555,0.332875729,0.693786621,0.300312042,0.693664551
1459,0.307723045,0.692871094,0.312083721,0.688781738,0.329341888,0.686645508
1460,0.250126839,0.686584473,0.218353748,0.688842773,0.230113983,0.687805176
1461,0.468892097,0.698425293,0.441257954,0.698669434,0.495135307,0.699157715
1462,0.334621429,0.680053711,0.29744339,0.681274414,0.326745987,0.683044434
1463,0.389253139,0.697387695,0.314839363,0.692932129,0.301950455,0.694396973
1464,0.416913748,0.679748535,0.369717598,0.684326172,0.352091789,0.682617188
1465,0.336925268,0.674621582,0.319731712,0.679016113,0.299739838,0.680786133
1466,0.39634943,0.690795898,0.325994253,0.68927002,0.381264687,0.689025879
1467,0.308821201,0.686889648,0.278457642,0.68737793,0.277133942,0.68762207
1468,0.334208488,0.67779541,0.31235981,0.676940918,0.288253784,0.67578125
1469,0.40221405,0.703186035,0.289420605,0.700073242,0.320587158,0.698913574
1470,0.47836113,0.709838867,0.577533722,0.70892334,0.467932701,0.706665039
1471,0.421033382,0.680175781,0.391180038,0.682128906,0.358324051,0.681213379
1472,0.474781036,0.68371582,0.425880432,0.682983398,0.412256241,0.683532715
1473,0.323584557,0.699035645,0.394850731,0.698791504,0.369287491,0.697937012
1474,0.321054459,0.706054688,0.285926819,0.708618164,0.267999649,0.706787109
1475,0.306548119,0.688720703,0.307529449,0.687011719,0.31023407,0.683959961
1476,0.372106552,0.669494629,0.318706989,0.671203613,0.34893322,0.671386719
1477,0.308156013,0.670715332,0.306733131,0.670166016,0.354914665,0.670288086
1478,0.359734535,0.662994385,0.371098042,0.671386719,0.346657753,0.670043945
1479,0.28295517,0.668029785,0.266544342,0.670715332,0.25480938,0.674194336
1480,0.379453659,0.685424805,0.410164833,0.688049316,0.333355904,0.688110352
1481,0.498502731,0.680297852,0.429713249,0.67980957,0.416612625,0.681762695
1482,0.434883118,0.681030273,0.397598267,0.685913086,0.409660339,0.688293457
1483,0.296358109,0.691894531,0.278906822,0.694488525,0.318203926,0.695129395
1484,0.402404785,0.689117432,0.432715416,0.686218262,0.484211922,0.683837891
1485,0.248313904,0.685760498,0.257796288,0.682403564,0.241676331,0.682342529
1486,0.411667824,0.681762695,0.385149002,0.681610107,0.428946495,0.681152344
1487,0.386094093,0.678741455,0.360413551,0.676818848,0.34002018,0.675872803
1488,0.458717346,0.639251709,0.433144569,0.639831543,0.439466476,0.642974854
1489,0.325989008,0.694885254,0.307078838,0.69241333,0.321306229,0.69442749
1490,0.366396904,0.681976318,0.359189034,0.685516357,0.379076958,0.686218262
1491,0.378322601,0.7215271,0.344543457,0.720733643,0.311605453,0.717834473
1492,0.43078804,0.705474854,0.421171188,0.708679199,0.412054062,0.705596924
1493,0.310275555,0.739898682,0.2984128,0.739562988,0.292898178,0.735961914
1494,0.265803337,0.705688477,0.272821426,0.705718994,0.262281418,0.704345703
1495,0.368946075,0.697784424,0.362155437,0.698303223,0.368599892,0.700592041
1496,0.27838707,0.685791016,0.262259007,0.688110352,0.236125946,0.685119629
1497,0.38082695,0.687988281,0.379757404,0.678039551,0.364848137,0.682006836
1498,0.345454693,0.679199219,0.259912968,0.66973877,0.247261047,0.671875
1499,0.489427567,0.701782227,0.404764175,0.698181152,0.409231186,0.698974609
1500,0.396174908,0.70690918,0.40717268,0.701293945,0.357215881,0.700622559
1501,0.370128632,0.672363281,0.311824322,0.677001953,0.345898628,0.673400879
1502,0.397667408,0.676879883,0.345727921,0.679626465,0.314644814,0.676391602
1503,0.662935257,0.681762695,0.608677864,0.683532715,0.561697006,0.682922363
1504,0.312994003,0.699768066,0.226489544,0.693847656,0.220188141,0.693969727
1505,0.349181652,0.67376709,0.297437668,0.674194336,0.262016296,0.673278809
1506,0.382946491,0.69909668,0.354661703,0.699829102,0.34012413,0.700073242
1507,0.321131706,0.671203613,0.284809589,0.673278809,0.261663437,0.669250488
1508,0.391484737,0.677978516,0.334700108,0.679046631,0.324573517,0.680053711
1509,0.279501438,0.697570801,0.254080772,0.698059082,0.268508434,0.694519043
1510,0.440680027,0.680541992,0.445130348,0.680480957,0.419674873,0.678344727
1511,0.396793842,0.680725098,0.403124809,0.677154541,0.371783257,0.676757813
1512,0.340857029,0.681335449,0.303742886,0.6824646,0.331518173,0.681884766
1513,0.292140961,0.685241699,0.260399818,0.681732178,0.278652191,0.6796875
1514,0.393692017,0.6875,0.394723415,0.690612793,0.395153999,0.689819336
1515,0.3284688,0.699310303,0.346907139,0.702087402,0.286507607,0.699462891
1516,0.275715828,0.690795898,0.295179367,0.695068359,0.293690681,0.695739746
1517,0.43380928,0.68157959,0.410215855,0.682556152,0.448527336,0.680664063
1518,0.379993439,0.661682129,0.392426014,0.662109375,0.342266083,0.660522461
1519,0.422150612,0.667724609,0.373170853,0.667602539,0.331600189,0.665588379
1520,0.371752739,0.670532227,0.410049438,0.672149658,0.429637909,0.672729492
1521,0.321447372,0.687133789,0.310756683,0.688537598,0.282993317,0.686401367
1522,0.327823162,0.694335938,0.2821908,0.69354248,0.311155319,0.692626953
1523,0.383715153,0.68145752,0.366484642,0.682434082,0.364274979,0.68182373
1524,0.421986103,0.665344238,0.391861439,0.664733887,0.394102097,0.662231445
1525,0.403036118,0.65423584,0.358032227,0.659301758,0.347466469,0.659851074
1526,0.49084568,0.671508789,0.505914688,0.673339844,0.508541107,0.672668457
1527,0.310193062,0.672210693,0.326514721,0.668884277,0.324242592,0.668701172
1528,0.423751831,0.686157227,0.476173401,0.684692383,0.39036274,0.685852051
1529,0.427575111,0.679626465,0.364596844,0.68145752,0.329681396,0.682067871
1530,0.306494713,0.651000977,0.322753906,0.650268555,0.330659866,0.648254395
1531,0.332237244,0.66607666,0.32670784,0.664733887,0.353847504,0.662597656
1532,0.43145752,0.735961914,0.458992958,0.739318848,0.415809631,0.740539551
1533,0.35990715,0.696289063,0.36166954,0.691223145,0.412420273,0.692626953
1534,0.414016247,0.692871094,0.343932152,0.698181152,0.338511467,0.698730469
1535,0.409086227,0.682434082,0.363907814,0.682556152,0.374020576,0.682373047
1536,0.435581207,0.681518555,0.480446815,0.680908203,0.438759804,0.682006836
1537,0.231991291,0.680603027,0.283078671,0.676025391,0.268311024,0.673278809
1538,0.320682526,0.695800781,0.277491093,0.696411133,0.319054604,0.698425293
1539,0.317512989,0.67791748,0.310970783,0.67980957,0.332021713,0.680419922
1540,0.371863842,0.653808594,0.32353735,0.651367188,0.295086861,0.652770996
1541,0.307495594,0.686035156,0.312358618,0.680480957,0.318224907,0.677612305
1542,0.463943958,0.682678223,0.409573555,0.681945801,0.338526249,0.681518555
1543,0.265363693,0.661682129,0.235970259,0.659118652,0.231293678,0.656585693
1544,0.523003817,0.684082031,0.551564455,0.686218262,0.511015892,0.687744141
1545,0.365681171,0.698547363,0.336886644,0.702026367,0.317746639,0.705078125
1546,0.403357506,0.691711426,0.384643555,0.691162109,0.404277802,0.690979004
1547,0.410580158,0.69744873,0.392000914,0.698852539,0.369399071,0.694885254
1548,0.4144485,0.697875977,0.385601044,0.700500488,0.393574715,0.702331543
1549,0.30746913,0.649963379,0.251465797,0.648986816,0.264623165,0.64831543
1550,0.363220453,0.708984375,0.318415642,0.707519531,0.343850613,0.705200195
1551,0.306079388,0.652038574,0.293339252,0.657196045,0.273433208,0.660919189
1552,0.399013042,0.690185547,0.343227863,0.694641113,0.40917635,0.699279785
1553,0.344486237,0.681945801,0.332658768,0.680175781,0.359372139,0.681335449
1554,0.395978451,0.679595947,0.377563953,0.67980957,0.358194828,0.682891846
1555,0.409964561,0.711029053,0.392004967,0.716766357,0.36656189,0.718505859
1556,0.262506008,0.670898438,0.245665073,0.668762207,0.236279964,0.668884277
1557,0.437255383,0.691162109,0.377100945,0.69342041,0.416884899,0.694824219
1558,0.39329958,0.675354004,0.395012856,0.677429199,0.431632042,0.678924561
1559,0.311092377,0.69354248,0.300670624,0.696350098,0.313521862,0.692871094
1560,0.385341644,0.677856445,0.327308655,0.674438477,0.314664364,0.673461914
1561,0.415250778,0.683410645,0.391113281,0.681762695,0.352016926,0.682128906
1562,0.38514185,0.700012207,0.308624268,0.699401855,0.328207016,0.702453613
1563,0.492781758,0.691650391,0.368713856,0.692382813,0.437856197,0.693847656
1564,0.381113768,0.674865723,0.410303116,0.677734375,0.331572056,0.674316406
1565,0.365440369,0.67755127,0.343512058,0.679748535,0.356357574,0.681030273
1566,0.443274975,0.66809082,0.436686039,0.670410156,0.461223602,0.668884277
1567,0.313087463,0.677734375,0.296286106,0.678100586,0.297770023,0.678649902
1568,0.362485886,0.67364502,0.332271576,0.679931641,0.317590714,0.680664063
1569,0.275611162,0.680114746,0.244172573,0.682067871,0.24421072,0.682617188
1570,0.342206717,0.68963623,0.336088181,0.691772461,0.309766769,0.6953125
1571,0.327999115,0.711914063,0.345859051,0.715209961,0.287615299,0.716308594
1572,0.367651463,0.710083008,0.332996368,0.710327148,0.336139679,0.710144043
1573,0.211970329,0.69720459,0.209852695,0.699890137,0.198115349,0.702148438
1574,0.380818367,0.667236328,0.318370819,0.66583252,0.341893673,0.66607666
1575,0.300747633,0.660644531,0.287412643,0.662902832,0.339694977,0.662536621
1576,0.44186902,0.719726563,0.443949223,0.717956543,0.359525681,0.717773438
1577,0.364205122,0.681945801,0.322072029,0.684570313,0.283437729,0.68762207
1578,0.326548815,0.676513672,0.323748112,0.676574707,0.314358234,0.674438477
1579,0.347489357,0.70703125,0.306348324,0.705505371,0.282041073,0.706604004
1580,0.515614271,0.666992188,0.395060062,0.667236328,0.357225418,0.668701172
1581,0.205673695,0.706176758,0.193255901,0.709350586,0.182352066,0.70892334
1582,0.382398129,0.693908691,0.355847359,0.693115234,0.292030334,0.692626953
1583,0.534025908,0.678649902,0.458487511,0.678405762,0.471567631,0.682434082
1584,0.337440014,0.696044922,0.321108341,0.694091797,0.313035965,0.693725586
1585,0.352179527,0.688262939,0.357167244,0.687011719,0.375405788,0.686523438
1586,0.304409981,0.71697998,0.26086235,0.71862793,0.268102169,0.717346191
1587,0.471241951,0.690856934,0.44190836,0.695495605,0.480845928,0.696411133
1588,0.401762009,0.681884766,0.37560463,0.678222656,0.327833176,0.677856445
1589,0.333813906,0.72052002,0.327410221,0.722412109,0.343231201,0.718811035
1590,0.333976746,0.694885254,0.313476563,0.690979004,0.294529915,0.688964844
1591,0.197784424,0.688171387,0.199844837,0.694885254,0.213578701,0.692199707
1592,0.300185442,0.698486328,0.29960537,0.697631836,0.297187805,0.698608398
1593,0.359703302,0.695983887,0.352615833,0.693786621,0.325612068,0.693603516
1594,0.443229198,0.704406738,0.403373718,0.698425293,0.381146431,0.69519043
1595,0.329476357,0.684448242,0.302863121,0.685668945,0.303591728,0.686401367
1596,0.374116421,0.679321289,0.299241543,0.682250977,0.352358818,0.682067871
1597,0.457267523,0.679779053,0.441600323,0.67980957,0.456345558,0.680541992
1598,0.372842789,0.682983398,0.391086578,0.684570313,0.390017509,0.686096191
1599,0.365010262,0.683227539,0.3725214,0.687805176,0.347552299,0.688110352
1600,0.47408247,0.706726074,0.510233402,0.705505371,0.412136078,0.706665039
1601,0.243950844,0.706604004,0.247020245,0.701049805,0.233695984,0.700073242
1602,0.392324448,0.695800781,0.369548798,0.696166992,0.388576508,0.696166992
1603,0.333738327,0.687805176,0.331304073,0.691772461,0.337317467,0.689941406
1604,0.423605919,0.674072266,0.388390541,0.673828125,0.376706123,0.676269531
1605,0.302105904,0.679382324,0.358530998,0.676696777,0.298325539,0.675598145
1606,0.441341162,0.697265625,0.478259087,0.700744629,0.431335449,0.699951172
1607,0.302707672,0.703918457,0.289510727,0.702880859,0.221830368,0.696594238
1608,0.391587257,0.686706543,0.363702774,0.688964844,0.332176208,0.693054199
1609,0.437809706,0.667602539,0.362094879,0.66583252,0.354241371,0.666931152
1610,0.366494894,0.693359375,0.326972008,0.693054199,0.318559647,0.691345215
1611,0.443826199,0.70300293,0.429937363,0.703186035,0.444761276,0.702026367
1612,0.520044088,0.682312012,0.469699383,0.678466797,0.512450218,0.6796875
1613,0.252562046,0.668273926,0.318007469,0.669921875,0.227781296,0.66809082
1614,0.329759121,0.658660889,0.320376396,0.661560059,0.334741592,0.66418457
1615,0.326025486,0.687866211,0.374973774,0.687194824,0.394625664,0.685638428
1616,0.376671791,0.670532227,0.318833828,0.674743652,0.307461739,0.677093506
1617,0.38095665,0.688201904,0.365695,0.685546875,0.351506233,0.688110352
1618,0.366020203,0.689147949,0.318825722,0.690917969,0.344470978,0.691253662
1619,0.39189291,0.715362549,0.320565701,0.715698242,0.359595299,0.716064453
1620,0.342839718,0.652862549,0.292233467,0.653320313,0.320763588,0.654266357
1621,0.446504593,0.714660645,0.418486118,0.704223633,0.390769958,0.707000732
1622,0.300209045,0.707489014,0.289445877,0.70892334,0.27248764,0.708221436
1623,0.326535702,0.660400391,0.26436758,0.662841797,0.295540333,0.664428711
1624,0.313907623,0.676025391,0.244189262,0.6796875,0.303382874,0.678405762
1625,0.399808407,0.716003418,0.381654739,0.717834473,0.380603313,0.714263916
1626,0.447442532,0.723846436,0.428288937,0.717803955,0.443132401,0.713287354
1627,0.383937359,0.699768066,0.413951397,0.690887451,0.377084732,0.687469482
1628,0.339376211,0.692749023,0.34595871,0.694274902,0.324649334,0.695159912
1629,0.433786392,0.685058594,0.435918331,0.690063477,0.353082657,0.690185547
1630,0.297185421,0.673950195,0.258746147,0.676483154,0.23854208,0.678955078
1631,0.387798786,0.693664551,0.39145565,0.688964844,0.395455837,0.687072754
1632,0.363294363,0.68737793,0.348478317,0.688537598,0.27730608,0.690307617
1633,0.288853168,0.683502197,0.294727802,0.67791748,0.292259216,0.680053711
1634,0.345420837,0.687805176,0.265961647,0.687286377,0.304513454,0.686584473
1635,0.390702248,0.694580078,0.330012798,0.696594238,0.424424648,0.694702148
1636,0.410005808,0.714111328,0.334907055,0.705993652,0.328433037,0.703613281
1637,0.312186241,0.680358887,0.270934105,0.683837891,0.273879051,0.68548584
1638,0.361897469,0.685089111,0.368873596,0.682250977,0.332695007,0.683776855
1639,0.259490013,0.680480957,0.279398441,0.685424805,0.274567604,0.686584473
1640,0.264314651,0.698608398,0.213920593,0.694641113,0.188634872,0.694213867
1641,0.358093023,0.654632568,0.28872633,0.66784668,0.288639069,0.667602539
1642,0.434813023,0.697570801,0.428803921,0.692321777,0.342905045,0.693664551
1643,0.431323528,0.703674316,0.382205009,0.696411133,0.366640091,0.695983887
1644,0.286499739,0.693603516,0.246016979,0.689880371,0.287061691,0.689331055
1645,0.385358334,0.679626465,0.385974884,0.68347168,0.381424904,0.683654785
1646,0.358686924,0.680969238,0.329088211,0.677490234,0.311423302,0.678833008
1647,0.409943581,0.692687988,0.403952122,0.694030762,0.380618095,0.692565918
1648,0.410654545,0.68359375,0.38674736,0.68737793,0.348052025,0.688476563
1649,0.34439373,0.699462891,0.295489311,0.698120117,0.295114517,0.699401855
1650,0.323271751,0.689147949,0.321671486,0.686645508,0.287384987,0.687316895
1651,0.331408501,0.697753906,0.286064625,0.70123291,0.321517944,0.704284668
1652,0.370314121,0.682434082,0.364936352,0.684143066,0.375378609,0.683898926
1653,0.30625391,0.672546387,0.261876106,0.673217773,0.226835251,0.679626465
1654,0.354206085,0.674072266,0.373472214,0.674743652,0.441862106,0.67590332
1655,0.283415079,0.68371582,0.229762077,0.687438965,0.229201317,0.68939209
1656,0.265577316,0.687896729,0.214525223,0.688598633,0.268415451,0.692138672
1657,0.296222687,0.709655762,0.258728981,0.709106445,0.254449844,0.709533691
1658,0.256381512,0.690307617,0.232207775,0.691101074,0.248337269,0.691925049
1659,0.407685518,0.704376221,0.418951511,0.698974609,0.342207909,0.700561523
1660,0.289161682,0.709625244,0.331298828,0.702209473,0.323433399,0.698669434
1661,0.362609386,0.698181152,0.31773448,0.695739746,0.30769968,0.694580078
1662,0.469021082,0.66986084,0.46848011,0.669952393,0.474850655,0.671386719
1663,0.359099865,0.676635742,0.282011986,0.6824646,0.325597286,0.681762695
1664,0.344583511,0.657684326,0.349393845,0.653930664,0.269190311,0.658630371
1665,0.379739404,0.6875,0.381565094,0.692687988,0.478305817,0.694091797
1666,0.216055632,0.692443848,0.222835064,0.690185547,0.217868328,0.687683105
1667,0.373890877,0.68737793,0.306707859,0.690002441,0.335361958,0.692016602
1668,0.332077026,0.679504395,0.383609772,0.685791016,0.3511343,0.684570313
1669,0.404116392,0.690612793,0.383563519,0.687194824,0.35529995,0.685058594
1670,0.353425622,0.694946289,0.421928883,0.696960449,0.419786453,0.696655273
1671,0.463524818,0.695556641,0.44512701,0.695129395,0.438725471,0.695556641
1672,0.30728054,0.706115723,0.301442623,0.704162598,0.316343784,0.70489502
1673,0.421820641,0.691955566,0.408994675,0.692382813,0.401686192,0.693969727
1674,0.379698277,0.683959961,0.355016708,0.691162109,0.340194225,0.687866211
1675,0.267284632,0.698364258,0.255930901,0.702697754,0.249231815,0.703125
1676,0.396919012,0.692749023,0.392968655,0.690063477,0.397426128,0.690185547
1677,0.341262341,0.671386719,0.331660271,0.672119141,0.318581104,0.672302246
1678,0.320652962,0.69354248,0.310111046,0.695739746,0.272792339,0.697387695
1679,0.395727396,0.684692383,0.402560711,0.688781738,0.396414757,0.690307617
1680,0.347692728,0.688903809,0.279862404,0.686523438,0.27311039,0.687072754
1681,0.350594044,0.682678223,0.326249123,0.683654785,0.300979137,0.682739258
1682,0.385102034,0.694946289,0.311479092,0.696289063,0.296858311,0.698059082
1683,0.280905604,0.688476563,0.256609917,0.686218262,0.321273804,0.684265137
1684,0.502315521,0.698974609,0.493687153,0.701660156,0.588070869,0.701782227
1685,0.359956384,0.692932129,0.349040508,0.690856934,0.350961208,0.694213867
1686,0.335502386,0.703491211,0.273233891,0.700134277,0.26238203,0.698669434
1687,0.329292059,0.698608398,0.258149624,0.700073242,0.285935879,0.699829102
1688,0.224105597,0.67791748,0.2449646,0.674804688,0.294179916,0.67199707
1689,0.249294877,0.692687988,0.256654263,0.694152832,0.257119656,0.694824219
1690,0.306500673,0.669555664,0.299701691,0.66796875,0.323703766,0.672546387
1691,0.268269062,0.679443359,0.205199957,0.678710938,0.249673367,0.680725098
1692,0.511915207,0.688171387,0.457835913,0.690307617,0.427971363,0.688232422
1693,0.281374574,0.675170898,0.263180256,0.684265137,0.269868851,0.682678223
1694,0.47967422,0.694396973,0.538328648,0.694213867,0.410322189,0.696716309
1695,0.448953629,0.681152344,0.364594936,0.682739258,0.359630108,0.683166504
1696,0.329600573,0.689361572,0.316888094,0.69354248,0.307195663,0.689208984
1697,0.286687374,0.693725586,0.242802143,0.691650391,0.265057564,0.690246582
1698,0.421182394,0.71081543,0.391055107,0.708312988,0.43666935,0.707641602
1699,0.32886672,0.69543457,0.307037354,0.69354248,0.247087479,0.691162109
1700,0.336832881,0.686706543,0.296858788,0.692016602,0.265011311,0.689025879
1701,0.361538887,0.706848145,0.364639282,0.698608398,0.318117142,0.698669434
1702,0.30016911,0.692565918,0.26125741,0.69317627,0.309200287,0.690856934
1703,0.276618481,0.675109863,0.2934618,0.679931641,0.243871689,0.679138184
1704,0.312084198,0.673400879,0.260032654,0.681945801,0.230309486,0.682617188
1705,0.465780497,0.68762207,0.384837151,0.686218262,0.42445755,0.687316895
1706,0.287202477,0.703186035,0.29667449,0.702087402,0.312400341,0.702697754
1707,0.619942188,0.696105957,0.563823223,0.696350098,0.553965569,0.694885254
1708,0.366565704,0.688659668,0.369717598,0.695800781,0.365647793,0.696044922
1709,0.478351593,0.690673828,0.424724579,0.689208984,0.438031197,0.690124512
1710,0.328977823,0.696044922,0.26350975,0.697753906,0.226547241,0.699157715
1711,0.384673595,0.67175293,0.370874405,0.670959473,0.353655815,0.670410156
1712,0.342243671,0.688995361,0.33935833,0.684509277,0.355792999,0.686767578
1713,0.314788818,0.688171387,0.310366154,0.68762207,0.340445518,0.685424805
1714,0.335296392,0.675506592,0.299066067,0.684875488,0.290301323,0.686584473
1715,0.360161781,0.685333252,0.336987972,0.682312012,0.342434883,0.682495117
1716,0.380997896,0.650756836,0.335561275,0.651519775,0.312746048,0.654541016
1717,0.366275311,0.660766602,0.409429073,0.666778564,0.339395523,0.668518066
1718,0.355947018,0.634887695,0.330640793,0.63571167,0.371181488,0.644042969
1719,0.505230427,0.694030762,0.489366055,0.685333252,0.55419445,0.685546875
1720,0.472550869,0.718719482,0.402047157,0.715698242,0.457633018,0.712799072
1721,0.27912426,0.737335205,0.242944241,0.738067627,0.294128418,0.732055664
1722,0.375975609,0.67666626,0.329297066,0.671661377,0.299295425,0.67376709
1723,0.365188122,0.679107666,0.311204433,0.680236816,0.264396667,0.678771973
1724,0.389170647,0.653533936,0.364012957,0.648162842,0.341176033,0.653442383
1725,0.367497206,0.707489014,0.312502861,0.710357666,0.322794914,0.711578369
1726,0.203860283,0.699584961,0.184288979,0.701141357,0.219548225,0.698974609
