Step,Pretraining_lr-1e-4 - train_step_loss,Downstream_lr-1e-4 - train_step_loss,Pretraining_lr-2e-4 - train_step_loss,Downstream_lr-2e-4 - train_step_loss,Pretraining_lr-3e-4 - train_step_loss,Downstream_lr-3e-4 - train_step_loss
71,0.700531006,0.720306396,0.696655273,0.736480713,0.725341797,0.722808838
72,0.669311523,0.686889648,0.660125732,0.689849854,0.6796875,0.680267334
73,0.70010376,0.694396973,0.708129883,0.707366943,0.698883057,0.697570801
74,0.701263428,0.710540771,0.679351807,0.723052979,0.681304932,0.693115234
75,0.66394043,0.6925354,0.678894043,0.674621582,0.675720215,0.680267334
76,0.696411133,0.712799072,0.69354248,0.716522217,0.691741943,0.697509766
77,0.689208984,0.712524414,0.697875977,0.702636719,0.690124512,0.696350098
78,0.688964844,0.682952881,0.692687988,0.688598633,0.720855713,0.702331543
79,0.686553955,0.710754395,0.686553955,0.701538086,0.693725586,0.707641602
80,0.682220459,0.673522949,0.686828613,0.679931641,0.70425415,0.692230225
81,0.697143555,0.668670654,0.681091309,0.683532715,0.698547363,0.697296143
82,0.688873291,0.686523438,0.67855835,0.697174072,0.688659668,0.700958252
83,0.697540283,0.694610596,0.703948975,0.696960449,0.696228027,0.695922852
84,0.696105957,0.710540771,0.716583252,0.706451416,0.715209961,0.709106445
85,0.691894531,0.708129883,0.718536377,0.709350586,0.719512939,0.711730957
86,0.668212891,0.662628174,0.657196045,0.674194336,0.650970459,0.657775879
87,0.677459717,0.676330566,0.656555176,0.692565918,0.663543701,0.678527832
88,0.686645508,0.703063965,0.707977295,0.702331543,0.715057373,0.711730957
89,0.69140625,0.693206787,0.723052979,0.695129395,0.72253418,0.71484375
90,0.674133301,0.703918457,0.711883545,0.700256348,0.712860107,0.716522217
91,0.681671143,0.69128418,0.689483643,0.691467285,0.691345215,0.692596436
92,0.681365967,0.692810059,0.68536377,0.689147949,0.683532715,0.6847229
93,0.659210205,0.688842773,0.675170898,0.670440674,0.671783447,0.671478271
94,0.703796387,0.70501709,0.707855225,0.71472168,0.718505859,0.724609375
95,0.714294434,0.709289551,0.698303223,0.70135498,0.698852539,0.699066162
96,0.691925049,0.697814941,0.688232422,0.703094482,0.69354248,0.703918457
97,0.716369629,0.704711914,0.691772461,0.707214355,0.699951172,0.705444336
98,0.663543701,0.68182373,0.684631348,0.683166504,0.685974121,0.683349609
99,0.667755127,0.696289063,0.691345215,0.692749023,0.693786621,0.690307617
100,0.65512085,0.698608398,0.68258667,0.688018799,0.685058594,0.688293457
101,0.674530029,0.685668945,0.687744141,0.688476563,0.684753418,0.685852051
102,0.680358887,0.678405762,0.691040039,0.694641113,0.69732666,0.697875977
103,0.68057251,0.688415527,0.696350098,0.687133789,0.702941895,0.705688477
104,0.645812988,0.661804199,0.684326172,0.664489746,0.68536377,0.692687988
105,0.668334961,0.685211182,0.684875488,0.68762207,0.683532715,0.681762695
106,0.688690186,0.692138672,0.685211182,0.688781738,0.683349609,0.687683105
107,0.640701294,0.677520752,0.67175293,0.673065186,0.667602539,0.677001953
108,0.677703857,0.700744629,0.692504883,0.696228027,0.699920654,0.693572998
109,0.6484375,0.670928955,0.689727783,0.685974121,0.685089111,0.684112549
110,0.758682251,0.727630615,0.745788574,0.725280762,0.755706787,0.72869873
111,0.683746338,0.700073242,0.70123291,0.698760986,0.711456299,0.706878662
112,0.667114258,0.682525635,0.669158936,0.677612305,0.674560547,0.682434082
113,0.702026367,0.673797607,0.665130615,0.671356201,0.666900635,0.668487549
114,0.664428711,0.670837402,0.667907715,0.677520752,0.671295166,0.673034668
115,0.665618896,0.649963379,0.646209717,0.66494751,0.657012939,0.662200928
116,0.668823242,0.716339111,0.707458496,0.713012695,0.710693359,0.717590332
117,0.686889648,0.716247559,0.721313477,0.71395874,0.715362549,0.716705322
118,0.671783447,0.684387207,0.671478271,0.677764893,0.674468994,0.674530029
119,0.631286621,0.663299561,0.664581299,0.66519165,0.666320801,0.664428711
120,0.673980713,0.678375244,0.670959473,0.678344727,0.670349121,0.676208496
121,0.657775879,0.691314697,0.674224854,0.704528809,0.691345215,0.704406738
122,0.671478271,0.686920166,0.678070068,0.68939209,0.684082031,0.688781738
123,0.592254639,0.649078369,0.640350342,0.654602051,0.654418945,0.653686523
124,0.746612549,0.722869873,0.699127197,0.715026855,0.704620361,0.707550049
125,0.669219971,0.67364502,0.684875488,0.679168701,0.669647217,0.680480957
126,0.64125061,0.682678223,0.67175293,0.680908203,0.669830322,0.682495117
127,0.697845459,0.659301758,0.637695313,0.667602539,0.647583008,0.668518066
128,0.643737793,0.711456299,0.703353882,0.704833984,0.690917969,0.700378418
129,0.696044922,0.684326172,0.661437988,0.691894531,0.679626465,0.688415527
130,0.671905518,0.685638428,0.660705566,0.682800293,0.703216553,0.680725098
131,0.659362793,0.67300415,0.642364502,0.680969238,0.660247803,0.680297852
132,0.667434692,0.699951172,0.655670166,0.69644165,0.661834717,0.69934082
133,0.637786865,0.684875488,0.654541016,0.684204102,0.669250488,0.684265137
134,0.731445313,0.705383301,0.680999756,0.702880859,0.684295654,0.703369141
135,0.677978516,0.683685303,0.643981934,0.688354492,0.637664795,0.684143066
136,0.647186279,0.67376709,0.656532288,0.671813965,0.616394043,0.671936035
137,0.636047363,0.707611084,0.671386719,0.696777344,0.670257568,0.691131592
138,0.670211792,0.693054199,0.640419006,0.694763184,0.672782898,0.696472168
139,0.674697876,0.676452637,0.710067749,0.678222656,0.831985474,0.682189941
140,0.64352417,0.6746521,0.640830994,0.693603516,0.576927185,0.688964844
141,0.653610229,0.672241211,0.629714966,0.671691895,0.664085388,0.669128418
142,0.629730225,0.673034668,0.580848694,0.679382324,0.682891846,0.681335449
143,0.665756226,0.685180664,0.638839722,0.689453125,0.685592651,0.689819336
144,0.691726685,0.665344238,0.721450806,0.669311523,0.687774658,0.667724609
145,0.66078186,0.711700439,0.633460999,0.709777832,0.691040039,0.712768555
146,0.684143066,0.679046631,0.70552063,0.684875488,0.69833374,0.687103271
147,0.715240479,0.698730469,0.676750183,0.69619751,0.700073242,0.697265625
148,0.701171875,0.695098877,0.65372467,0.704925537,0.688232422,0.708648682
149,0.636199951,0.706817627,0.622833252,0.709747314,0.690795898,0.710632324
150,0.702697754,0.671447754,0.630691528,0.682952881,0.674072266,0.683685303
151,0.67868042,0.695007324,0.654174805,0.702148438,0.686096191,0.701538086
152,0.643096924,0.69430542,0.611480713,0.690185547,0.673034668,0.689025879
153,0.633605957,0.727478027,0.629058838,0.717468262,0.689605713,0.713989258
154,0.687042236,0.703674316,0.674415588,0.694580078,0.655899048,0.688842773
155,0.705764771,0.701049805,0.642017365,0.700683594,0.726928711,0.706512451
156,0.701293945,0.683410645,0.648582458,0.684326172,0.686752319,0.691162109
157,0.66293335,0.683044434,0.677616119,0.688598633,0.646362305,0.694519043
158,0.651580811,0.700500488,0.622053146,0.725463867,0.683013916,0.751190186
159,0.649139404,0.69317627,0.611206055,0.714538574,0.645996094,0.727661133
160,0.635284424,0.698303223,0.742429733,0.704528809,0.68838501,0.708618164
161,0.716598511,0.675170898,0.543548584,0.66595459,0.754821777,0.669494629
162,0.610626221,0.68560791,0.614715576,0.691040039,0.68069458,0.688842773
163,0.644210815,0.68347168,0.697845459,0.691101074,0.66229248,0.682922363
164,0.657699585,0.687805176,0.68182373,0.690612793,0.680511475,0.684997559
165,0.600364685,0.68182373,0.619598389,0.663696289,0.646789551,0.654052734
166,0.69631958,0.704864502,0.654891968,0.705841064,0.708679199,0.712280273
167,0.603393555,0.677062988,0.557312012,0.683349609,0.676574707,0.680664063
168,0.682128906,0.697357178,0.712791443,0.708007813,0.700408936,0.724700928
169,0.684844971,0.723358154,0.780601501,0.744262695,0.727905273,0.764526367
170,0.633117676,0.702789307,0.673049927,0.727844238,0.698272705,0.73651123
171,0.660797119,0.694946289,0.681304932,0.699035645,0.69543457,0.701934814
172,0.664398193,0.701293945,0.626800537,0.71206665,0.694885254,0.711853027
173,0.73588562,0.667358398,0.681427002,0.676239014,0.693237305,0.67578125
174,0.709197998,0.716949463,0.653701782,0.719299316,0.715270996,0.719909668
175,0.641357422,0.678466797,0.626197815,0.677429199,0.700866699,0.682220459
176,0.598922729,0.683959961,0.576675415,0.68548584,0.699676514,0.690368652
177,0.625045776,0.659088135,0.578353882,0.656829834,0.676452637,0.66394043
178,0.56293869,0.681121826,0.537353516,0.672058105,0.67980957,0.678161621
179,0.66809845,0.67678833,0.585510254,0.677703857,0.679260254,0.684753418
180,0.661567688,0.679077148,0.709884644,0.681213379,0.679382324,0.685424805
181,0.577522278,0.669281006,0.550907135,0.669525146,0.65246582,0.66973877
182,0.597579956,0.691345215,0.487388611,0.686706543,0.664733887,0.692443848
183,0.712791443,0.728637695,0.688129425,0.721343994,0.74911499,0.723297119
184,0.638885498,0.699615479,0.537811279,0.707794189,0.732086182,0.71307373
185,0.597679138,0.685638428,0.500022888,0.68637085,0.672546387,0.687194824
186,0.679710388,0.710784912,0.68110466,0.70123291,0.698348999,0.703186035
187,0.677368164,0.682220459,0.505458832,0.683502197,0.669372559,0.684265137
188,0.636505127,0.696166992,0.538272858,0.68548584,0.663208008,0.689941406
189,0.637832642,0.69052124,0.552177429,0.687316895,0.674804688,0.688781738
190,0.623451233,0.68145752,0.528251648,0.677368164,0.663696289,0.681335449
191,0.569992065,0.672607422,0.564796448,0.674316406,0.639251709,0.669921875
192,0.604125977,0.705200195,0.580734253,0.703125,0.670837402,0.703369141
193,0.632507324,0.6953125,0.587677002,0.701721191,0.677520752,0.704467773
194,0.653964996,0.709381104,0.523384094,0.706481934,0.65864563,0.706359863
195,0.653713226,0.694519043,0.565002441,0.705688477,0.669158936,0.703613281
196,0.672454834,0.697387695,0.593093872,0.697631836,0.68548584,0.696655273
197,0.568519592,0.68371582,0.564689636,0.686157227,0.6407547,0.685424805
198,0.614768982,0.685058594,0.546726227,0.68762207,0.640899658,0.688110352
199,0.628429413,0.678894043,0.537750244,0.684692383,0.572845459,0.685302734
200,0.596359253,0.683135986,0.548538208,0.683776855,0.61579895,0.684997559
201,0.604534149,0.681762695,0.666061401,0.686340332,0.619628906,0.685821533
202,0.557020187,0.689147949,0.493934631,0.689147949,0.59954071,0.688293457
203,0.484390259,0.679077148,0.408508301,0.668762207,0.530952454,0.668945313
204,0.517583847,0.696105957,0.449966431,0.704528809,0.495695114,0.700805664
205,0.711389542,0.710754395,0.553771973,0.715881348,0.714960098,0.720947266
206,0.562986374,0.690979004,0.60799408,0.685333252,0.615124226,0.686004639
207,0.607650757,0.686157227,0.608154297,0.673919678,0.732515335,0.671447754
208,0.698493958,0.674316406,0.598840714,0.6769104,0.623063087,0.677703857
209,0.562843323,0.687286377,0.545568943,0.690704346,0.581361771,0.695648193
210,0.591535568,0.688964844,0.593118668,0.699707031,0.676608086,0.701538086
211,0.642665863,0.696594238,0.59809494,0.706268311,0.681091309,0.702697754
212,0.663192749,0.710693359,0.628160477,0.718109131,0.65807724,0.71661377
213,0.600190163,0.704742432,0.611888885,0.715301514,0.681655884,0.713531494
214,0.640110016,0.706756592,0.558044434,0.697662354,0.648925781,0.697784424
215,0.641641617,0.710327148,0.553171158,0.702789307,0.648391724,0.69833374
216,0.621805191,0.670959473,0.626300812,0.674194336,0.613052368,0.680236816
217,0.60333252,0.68927002,0.655319214,0.685302734,0.602054596,0.68939209
218,0.648212433,0.688720703,0.599563599,0.687194824,0.636949539,0.688049316
219,0.470042229,0.694580078,0.513031006,0.692565918,0.443907738,0.694885254
220,0.676398277,0.6953125,0.587306976,0.691467285,0.663033485,0.691894531
221,0.481011391,0.67401123,0.466510773,0.690185547,0.475381851,0.693481445
222,0.510819435,0.683319092,0.502736092,0.693786621,0.419944763,0.696655273
223,0.512595654,0.68548584,0.475662231,0.686584473,0.4685812,0.684570313
224,0.661458015,0.693572998,0.570261002,0.693389893,0.607055664,0.694274902
225,0.638021469,0.680541992,0.572871208,0.693359375,0.561889648,0.692626953
226,0.571912766,0.684417725,0.680412769,0.688781738,0.572059631,0.689208984
227,0.582798004,0.687988281,0.491826057,0.69744873,0.507015228,0.696258545
228,0.594863892,0.659179688,0.531355858,0.656982422,0.488731384,0.654083252
229,0.632423401,0.671844482,0.618974686,0.669677734,0.472293854,0.668182373
230,0.641921997,0.691894531,0.502985001,0.687927246,0.539430618,0.687896729
231,0.581245422,0.726409912,0.680963516,0.742889404,0.811246872,0.753234863
232,0.550979614,0.672912598,0.54271698,0.68347168,0.627613068,0.689300537
233,0.566993713,0.68951416,0.536067963,0.696014404,0.538276672,0.69631958
234,0.596389771,0.700042725,0.565982819,0.710968018,0.575948715,0.715393066
235,0.584194183,0.68927002,0.551316261,0.688568115,0.58984375,0.689239502
236,0.590057373,0.680175781,0.549890518,0.678497314,0.569665909,0.680206299
237,0.558456421,0.677825928,0.530544281,0.671112061,0.578147888,0.672302246
238,0.575141907,0.696624756,0.631420135,0.692321777,0.649017334,0.695068359
239,0.497219086,0.680603027,0.519369125,0.673950195,0.54309082,0.678466797
240,0.587654114,0.713928223,0.589330673,0.70993042,0.6304245,0.709075928
241,0.554569244,0.683258057,0.497106552,0.682556152,0.515434265,0.684082031
242,0.529678345,0.698974609,0.498857498,0.695648193,0.624305725,0.6953125
243,0.492050171,0.68927002,0.457941055,0.682861328,0.506744385,0.683105469
244,0.49776268,0.67098999,0.403716087,0.681030273,0.414548874,0.68572998
245,0.474086761,0.672637939,0.478642464,0.677581787,0.518850327,0.6796875
246,0.660457611,0.698547363,0.612426758,0.699951172,0.592536926,0.700012207
247,0.570701599,0.717773438,0.455841064,0.706298828,0.467391968,0.701843262
248,0.426868439,0.705169678,0.403013229,0.70526123,0.472434998,0.702209473
249,0.57600975,0.667785645,0.482118607,0.674987793,0.486675262,0.676147461
250,0.469604492,0.696899414,0.470334053,0.686706543,0.475040436,0.686218262
251,0.5900383,0.691040039,0.552265167,0.689208984,0.619285583,0.689025879
252,0.504076004,0.699462891,0.506352425,0.693664551,0.586923599,0.69519043
253,0.395611763,0.684967041,0.373726845,0.682189941,0.355918884,0.684814453
254,0.498031139,0.670013428,0.384543419,0.669555664,0.543243408,0.668151855
255,0.696933746,0.700439453,0.616455078,0.699645996,0.568317413,0.694885254
256,0.479652405,0.687957764,0.589222908,0.695678711,0.534353256,0.69519043
257,0.498857498,0.671813965,0.419799805,0.667724609,0.479385376,0.669067383
258,0.727729797,0.699462891,0.629299164,0.704040527,0.672302246,0.70501709
259,0.463096619,0.703308105,0.454231262,0.703979492,0.499311447,0.705688477
260,0.518455505,0.711242676,0.491493225,0.701049805,0.474315643,0.697540283
261,0.596546173,0.686645508,0.616275787,0.686523438,0.668148041,0.685241699
262,0.51121521,0.675842285,0.542789459,0.679626465,0.553346634,0.673980713
263,0.464214325,0.68270874,0.462493896,0.684936523,0.442462921,0.686096191
264,0.525798798,0.692565918,0.498210907,0.686584473,0.493423462,0.693756104
265,0.455591202,0.672027588,0.506669998,0.672363281,0.429962158,0.669921875
266,0.540332794,0.702056885,0.477836609,0.702667236,0.588440895,0.703948975
267,0.469594955,0.690551758,0.425329208,0.683105469,0.424526215,0.683197021
268,0.496681213,0.687225342,0.490085602,0.691589355,0.482802391,0.693603516
269,0.627853394,0.722900391,0.638765335,0.728851318,0.586830139,0.725463867
270,0.579692841,0.656585693,0.473609924,0.650390625,0.501716614,0.651489258
271,0.485759735,0.674530029,0.382087708,0.671691895,0.527503967,0.675506592
272,0.475940704,0.668121338,0.471055031,0.672821045,0.492668152,0.672302246
273,0.524726868,0.695831299,0.418244362,0.695922852,0.523143768,0.70300293
274,0.608707428,0.684875488,0.53202486,0.686889648,0.542769432,0.683776855
275,0.528759003,0.720367432,0.50158596,0.714477539,0.537343025,0.71661377
276,0.534676552,0.678070068,0.505160809,0.684173584,0.460360527,0.683654785
277,0.504581451,0.68927002,0.555245399,0.693481445,0.638514519,0.684997559
278,0.583719254,0.699951172,0.484138489,0.701782227,0.495018005,0.702026367
279,0.548919678,0.692901611,0.52525425,0.682891846,0.484638214,0.685119629
280,0.590908051,0.715393066,0.55370903,0.714294434,0.545661926,0.706665039
281,0.697385788,0.674072266,0.599975586,0.681396484,0.578514099,0.685119629
282,0.415679932,0.673217773,0.428691864,0.682556152,0.385398865,0.687133789
283,0.615272522,0.673278809,0.537887573,0.680419922,0.558204651,0.685241699
284,0.590560913,0.685913086,0.530384064,0.691955566,0.517341614,0.688964844
285,0.504417419,0.678375244,0.476764679,0.684265137,0.47961998,0.678283691
286,0.441337585,0.674835205,0.417568207,0.673339844,0.387285233,0.669616699
287,0.557701111,0.703186035,0.470304489,0.700195313,0.480136871,0.701721191
288,0.489753723,0.674682617,0.449935913,0.672607422,0.491722107,0.672821045
289,0.475671768,0.669464111,0.438646317,0.668304443,0.396606445,0.664611816
290,0.493183136,0.688171387,0.467027664,0.688781738,0.438589096,0.690429688
291,0.551494598,0.703521729,0.443919182,0.714385986,0.496932983,0.721740723
292,0.571018219,0.688110352,0.543334961,0.688873291,0.469985962,0.688598633
293,0.521144867,0.673675537,0.631127834,0.666870117,0.420564651,0.672485352
294,0.463558197,0.701141357,0.412978172,0.705810547,0.421028137,0.704193115
295,0.576839447,0.695892334,0.498042107,0.70211792,0.489177704,0.702575684
296,0.560081482,0.703918457,0.454474449,0.713439941,0.442531586,0.715881348
297,0.421850204,0.659606934,0.3780756,0.650848389,0.34803009,0.65713501
298,0.534389496,0.690582275,0.558176994,0.700622559,0.535200119,0.695739746
299,0.535900116,0.672180176,0.535169601,0.672241211,0.485343933,0.674560547
300,0.519421577,0.707733154,0.540006161,0.708557129,0.46664238,0.704101563
301,0.728380203,0.725341797,0.627101898,0.720581055,0.670786858,0.711181641
302,0.608215332,0.717041016,0.540409088,0.706848145,0.519854069,0.700378418
303,0.605886459,0.698120117,0.504573822,0.690124512,0.506972313,0.689086914
304,0.557870865,0.669555664,0.569683075,0.68737793,0.547557831,0.692138672
305,0.434768677,0.679626465,0.472242355,0.693054199,0.532453537,0.694580078
306,0.631599426,0.690795898,0.547492981,0.698181152,0.548402786,0.700134277
307,0.472402573,0.694458008,0.462547302,0.700500488,0.429506302,0.701660156
308,0.564178467,0.692504883,0.476247787,0.700012207,0.466094971,0.702453613
309,0.577472687,0.672851563,0.557646751,0.690551758,0.4516716,0.691467285
310,0.549198151,0.706054688,0.562833786,0.698608398,0.540868282,0.699523926
311,0.605224609,0.700927734,0.561203003,0.697937012,0.550251007,0.696228027
312,0.545082092,0.677978516,0.4088974,0.681213379,0.421779633,0.675415039
313,0.611499786,0.686950684,0.635723114,0.68939209,0.685157776,0.68560791
314,0.540779114,0.68157959,0.51713562,0.680664063,0.540943146,0.680358887
315,0.458637238,0.679870605,0.371286392,0.67477417,0.399662018,0.668426514
316,0.475463867,0.681335449,0.43436718,0.682128906,0.416389465,0.680084229
317,0.459911346,0.681427002,0.409137726,0.684448242,0.47636795,0.686767578
318,0.467025757,0.669799805,0.416121483,0.675201416,0.491556168,0.679901123
319,0.549869537,0.696990967,0.585278988,0.702880859,0.503929138,0.706848145
320,0.511043549,0.699493408,0.534593582,0.712158203,0.508102417,0.717346191
321,0.440013885,0.70916748,0.483260155,0.715789795,0.551467896,0.713256836
322,0.567991257,0.699951172,0.461481094,0.704315186,0.50945282,0.705963135
323,0.518695831,0.682128906,0.45647049,0.679351807,0.488525391,0.680541992
324,0.499744415,0.684814453,0.444782257,0.68359375,0.448501587,0.68157959
325,0.368358612,0.715545654,0.33187294,0.719604492,0.432312012,0.716339111
326,0.461322784,0.718841553,0.408489227,0.722229004,0.423389435,0.720031738
327,0.580921173,0.706726074,0.577373505,0.710510254,0.524906158,0.710144043
328,0.658278465,0.676696777,0.670348167,0.672912598,0.587618828,0.674255371
329,0.492495537,0.683349609,0.454154968,0.684570313,0.512531281,0.688598633
330,0.565485954,0.686706543,0.490997314,0.693786621,0.465385437,0.69909668
331,0.510723114,0.688293457,0.465164185,0.686889648,0.405418396,0.686035156
332,0.452791214,0.677307129,0.405776978,0.681732178,0.362056732,0.68649292
333,0.676292419,0.684143066,0.684467316,0.689941406,0.757602692,0.696350098
334,0.557182312,0.69921875,0.540176392,0.703918457,0.532512665,0.702270508
335,0.479743958,0.668395996,0.447956085,0.67980957,0.414960861,0.682678223
336,0.473501205,0.69128418,0.425130844,0.694335938,0.387521744,0.693847656
337,0.478931427,0.699462891,0.417295456,0.69720459,0.410007477,0.699645996
338,0.507957458,0.705078125,0.459720612,0.702087402,0.507926941,0.705993652
339,0.514383316,0.686767578,0.468894958,0.687194824,0.473731995,0.686889648
340,0.485841751,0.68560791,0.415128708,0.689819336,0.403373718,0.687286377
341,0.499729156,0.696228027,0.468761444,0.691650391,0.412746429,0.690246582
342,0.513794899,0.664855957,0.408255577,0.660522461,0.336111069,0.656555176
343,0.515180588,0.692443848,0.450397491,0.693328857,0.437855721,0.694396973
344,0.464857101,0.686218262,0.421107292,0.684753418,0.430303574,0.686950684
345,0.550020218,0.678161621,0.470731735,0.676086426,0.441701889,0.675689697
346,0.486228943,0.700653076,0.526937485,0.705322266,0.573340416,0.707305908
347,0.504198074,0.668334961,0.478247166,0.664916992,0.435568333,0.664215088
348,0.576305866,0.71484375,0.477183342,0.723358154,0.504438877,0.725128174
349,0.535857201,0.685791016,0.524675369,0.698913574,0.442062378,0.687011719
350,0.366348267,0.683868408,0.419275284,0.688171387,0.372144699,0.68939209
351,0.48243618,0.692962646,0.480929375,0.691314697,0.436970711,0.690795898
352,0.56486702,0.670959473,0.519283295,0.674743652,0.457686424,0.672363281
353,0.598209381,0.673065186,0.495914459,0.671173096,0.472654343,0.672943115
354,0.489847183,0.717468262,0.458444595,0.717407227,0.462420464,0.718688965
355,0.488873482,0.692932129,0.494024277,0.688049316,0.51485157,0.690368652
356,0.467598915,0.712524414,0.455608368,0.711120605,0.392652512,0.710083008
357,0.438727856,0.669189453,0.41938591,0.669067383,0.372302055,0.669616699
358,0.435173035,0.6796875,0.378752708,0.680664063,0.351112366,0.683898926
359,0.553017616,0.682312012,0.442685127,0.687011719,0.47676754,0.687561035
360,0.543684006,0.708679199,0.501340866,0.70501709,0.440629005,0.705627441
361,0.447354317,0.689025879,0.422768593,0.688842773,0.36645174,0.686889648
